name,type,confidence,n_entries,spelling_variants,index_letters,example_entry
Machaire Castle in Fraunce,place,0.71,1,Machaire Castle in Fraunce,M,Machaire Castle in Fraunce wonne. 627.10.
Mack William,person,0.88,1,Mack William,M,Mack William a Burgh created Earle of Clarickford 1590.11.
Mackbeth,person,0.91,1,Mackbeth,M,Mackbeth slayne. 275.63.
Madan,person,0.9,2,Madan,M,Madan deuoured by wylde beastes. 17.57.
Madan Caister,uncertain,0.45,1,Madan Caister,M,"Madan Caister, or Dancaster builded by Madan. 17.60."
Madoc of Wales,person,0.85,1,Madoc of Wales,M,Madoc of Wales taken prisoner. 811.57. b.
Maesbell battaile,place,0.97,1,Maesbell battaile,M,Maesbell battaile fought against the Saxons. 122.94
Magdalen,person,0.97,1,Magdalen,M,"Magdalen a Priest like to king Richard the second. pa. 1126. col. 1. lin. 36. counterfeited to be K. Richard pag. 1127. col. 1. lin. 19. fleeyng into Scotland<?>, was taken and brought to the Towre of London. pag. 1129. col. 1. lin. 24. beheaded at London. pag. ibidem. col. ibidem. lin. 30."
Magi,uncertain,0.2,1,Magi,M,"Magi, from whence deriued. 2.104."
Maglanus,person,0.97,2,Maglanus,M,Maglanus Duke of Albania discomfited and slayne. 20.55.
Maglocunus,uncertain,0.2,1,Maglocunus,M,"Maglocunus, looke Malgo."
Magna Carta,uncertain,0.2,3,Magna Carta,M,Magna Carta confirmed. 830.50. a 834.30. b.
Magnus,person,0.93,4,Magnus,M,Magnus elected king of the Norwegians after the death of king Cnute. 266.76
Magus,place,0.49,3,Magus,M,Magus expert in the course of the Starres. 2.57.
Maydes,person,0.84,2,Maydes,M,"Maydes drowned, or slayne, as they were sayling into lytle Britaine. 95.104."
Mayne,uncertain,0.45,1,Mayne,M,"Mayne, harried by Philip King. of Fraunce. 470.30."
Maior of London,person,0.6,1,Maior of London,M,Maior of London imprisoned. 1081.50. a.
Makarel,person,0.93,1,Makarel,M,Makarel Doctor hanged. 1570.36.
Malasert Castle,place,0.86,1,Malasert Castle,M,Malasert Castle made playne with the ground. 445.20.
Malbanke,person,0.81,1,Malbanke,M,"Malbanke Pierce, Baron of Nantwich. 323.45"
Malchus,person,0.71,1,Malchus,M,Malchus consecrated Byshop of Waterfoord in Ireland. 328.35.
Malcolm,person,0.91,1,Malcolm,M,"Malcolm, King of Cumberland. 275.65."
Malcolme,person,0.96,5,Malcolme,M,Malcolme king of Scottes assisteth king Henry the second in his iourney and businesse beyond the seas. 399.18
Malcolme Camoir,person,0.71,1,Malcolme Camoir,M,"Malcolme Camoir, established in the Crowne of Scotland. 275.61."
Malcolne,person,0.94,2,Malcolne,M,Malcolne king of Cumberland sweareth to be true to king Edgar. 231.78.
Maldon,place,0.81,1,Maldon,M,Maldon. 221.2.
Maldon battayle,place,0.81,1,Maldon battayle,M,"Maldon battayle, fought by the Danes against the Englishmen. 238.54."
Malebrough Castle,place,0.95,1,Malebrough Castle,M,Malebrough Castle 438.100
Malelot,uncertain,0.2,1,Malelot,M,Malelot. 1038.7. b.
Malesert Castle,place,0.82,1,Malesert Castle,M,Malesert Castle taken. 433.31.
Mallet William,person,0.97,1,Mallet William,M,"Mallet William, Shyrife of Yorkeshyre, taken by the Danes & English exiles. 300.67"
Malgo,person,0.87,3,Malgo,M,Malgo defyled with incest and Sodomitrie. 141.84.
"Malgo, Nephue",person,0.84,1,"Malgo, Nephue",M,"Malgo, Nephue to Aurelius Canonus, beginneth to raigne ouer Britaine. 141.69."
Malmesbury Abbey,place,0.97,2,Malmesbury Abbey,M,Malmesbury Abbey fleeced of possessions. 195.28
Malmesburie,uncertain,0.45,1,Malmesburie,M,Malmesburie builded. 23.51.
Malmesburie Castle,place,0.76,2,Malmesburie Castle,M,Malmesburie Castle besieged and deliuered. 386 65.
Malorie Aukctille,uncertain,0.2,1,Malorie Aukctille,M,Malorie Aukctille. 435.21.
Mallorie Iohn,person,0.97,1,Mallorie Iohn,M,Mallorie Iohn. 1462.11.
Malta,uncertain,0.45,1,Malta,M,Malta assigned to the knightes of the Rhodes. 1554.58.
Maluoylim Castle,place,0.87,1,Maluoylim Castle,M,Maluoylim Castle builded. 326.13.
Malus Catulus Roger,person,0.93,1,Malus Catulus Roger,M,"Malus Catulus Roger, Vice chauncellour, drowned. 522.111."
Mamertinus,person,0.85,1,Mamertinus,M,Mamertinus cited. 33.42.
Manchester towne,place,0.97,1,Manchester towne,M,Manchester towne repayred. 222.72.
Mandeuile Iohn,person,0.97,1,Mandeuile Iohn,M,Mandeuile Iohn cited. 227.24.
Mandeuyle William,person,0.97,1,Mandeuyle William,M,Mandeuyle William loseth his standerd. 610.1.
Mandubracius,person,0.97,1,Mandubracius,M,"Mandubracius, sonne to Imanuentius fleeth to Cesar for succour. 42.59."
Manduit Robert,person,0.97,1,Manduit Robert,M,Manduit Robert drowned. 357.112.
Man<?>el Iohn,person,0.97,1,Man<?>el Iohn,M,Man<?>el Iohn Person of Maydstone. 660.84.
Maner,uncertain,0.45,1,Maner,M,Maner of the Britains in their fight. 41.88.
Manleon Sauary L<?>utenant in Guye<?>ne,uncertain,0.2,1,Manleon Sauary L<?>utenant in Guye<?>ne,M,Manleon Sauary L<?>utenant in Guye<?>ne. 619.47.
Manlius,person,0.94,2,Manlius,M,Manlius slaine. 17.76.
Manlius Valeus,person,0.85,1,Manlius Valeus,M,"Manlius Valeus, and his Legion vanquished by the Britanes. 51.50."
Manrishe Geffrey,person,0.97,1,Manrishe Geffrey,M,Manrishe Geffrey Lord chiefe Iustice of Ireland. 636.19
Mansell Iohn Chaplein,person,0.97,1,Mansell Iohn Chaplein,M,Mansell Iohn Chaplein to Henrie the thyrd feasteth two kings and two Queenes 743.32.
Manswetus,person,0.83,1,Manswetus,M,Manswetus the Popes Nuncio sent to Henry the thyrde. 750.18.
Manus Citie,place,0.92,1,Manus Citie,M,Manus Citie and Castle taken and throwen downe. 543.58.
Marc,person,0.9,1,Marc,M,Marc a Celtike word. 4.102
Marcell,person,0.85,1,Marcell,M,"Marcell, or Marcell William, taken and kept prisoner in Wallingfoord Castle. 380.8"
Marcellinus,person,0.85,1,Marcellinus,M,Marcellinus cited. 3.80.
Marchades,uncertain,0.2,1,Marchades,M,"Marchades, chiefe leader of the Brabanders. 446.2."
Marchantes,uncertain,0.2,2,Marchantes,M,Marchantes two of the Stilliard beare fagottes. 1536.50.
Marchants,uncertain,0.2,1,Marchants,M,Marchants sustayne great losses. 1872.51.
Marcharus,person,0.91,8,Marcharus,M,Marcharus imprisoned againe by king William Rufus. 317.36.
Marcha<?>us,uncertain,0.2,1,Marcha<?>us,M,Marcha<?>us released out of prison. 315.17.
Marchenelaghe,uncertain,0.2,1,Marchenelaghe,M,Marchenelaghe. 29.38.
Marches of Wales,person,0.67,1,Marches of Wales,M,Marches of Wales quite wasted by long warre. 749.3.
Marcus,person,0.58,3,Marcus,M,"Marcus Lieutenant of Britaine, proclaimed Emperour. 97.105."
Marcus Antonius Emperour,person,0.88,1,Marcus Antonius Emperour,M,Marcus Antonius Emperour. 76 71.
Marcus Papyrius,person,0.85,1,Marcus Papyrius,M,"Marcus Papyrius smiteth a Gual on the head, & is therefore slaine. 26.49"
Mare Tyrrhenum,person,0.8,1,Mare Tyrrhenum,M,"Mare Tyrrhenum, taken for Pyreticum. 13.44."
Marentius,person,0.89,2,Marentius,M,Marentius the Emperor slain by Constantinus. 91.70
Margadud,person,0.8,1,Margadud,M,Margadud Kyng of South Wales. 154.66
Margan,uncertain,0.34,4,Margan,M,Margan with his armie discomfited and slayn. 21.24.
Margaret,person,0.97,15,Margaret,M,Margaret Countesse of Moũtfourts valiãtnes. 916.30. a
Margaret Mareshal,person,0.96,1,Margaret Mareshal,M,Margaret Mareshal created Duches of Norfolke. 1097 30. b.
Margerie Iordaine,person,0.9,1,Margerie Iordaine,M,Margerie Iordaine witch. pa. 1268. co. 2. lin. 1.9.
Margret,person,0.96,3,Margret,M,Margret daughter to king Edward the third borne 943.40. a.
Marham Iustice,person,0.88,1,Marham Iustice,M,Marham Iustice. 1123. col. 2. lin. 40.
Mary,person,0.97,10,Mary,M,Mary daughter to Henrye the eight borne. 1498.51
Marianus Scotus,person,0.85,1,Marianus Scotus,M,Marianus Scotus cited. 116 53.
Marie,person,0.97,1,Marie,M,"Marie, Countesse of Perch, drowned by shipwracke. 357 107."
Mariguane Charles,person,0.97,1,Mariguane Charles,M,Mariguane Charles ambassadour from the French king. 1436 55.
Marion Henry Counsellour,person,0.97,1,Marion Henry Counsellour,M,Marion Henry Counsellour to Prince Arthur. 1456.56.
Marisch William,person,0.97,1,Marisch William,M,Marisch William executed. 703.76.
Marishe William,person,0.97,1,Marishe William,M,Marishe William conspireth the kings death. 654.46.
Marius,person,0.93,3,Marius,M,"Marius sonne to Aruiragus, begynneth to raigne ouer Britaine. 66.108"
Marke Castle,place,0.64,1,Marke Castle,M,Marke Castle betrayed and recouered agayne. 1008.2. b.
Marlbrough Castle,place,0.97,1,Marlbrough Castle,M,Marlbrough Castle rased by the friendes of king Henrie the third. 611.67.
Marlebourgh Castle,place,0.97,1,Marlebourgh Castle,M,"Marlebourgh Castle besieged, and rendred to the Bishop of Durham. 516.42."
Marleswyn,person,0.86,1,Marleswyn,M,Marleswyn fleeth into Scotland. 298.64.
Marmion Robert,person,0.97,1,Marmion Robert,M,Marmion Robert slaine. 380.60.
Marshal Gilbert,person,0.97,1,Marshal Gilbert,M,"Marshal Gilbert made Earle of Penbroke, and Marshal of Henry the thyrds house. 646 2."
Marshal Richard,person,0.97,2,Marshal Richard,M,Marshal Richard Earle of Penbroke sayleth into Ireland 645.30. is taken prisoner. 645.37. dieth of a wound. 645.48.
Marshal William,person,0.97,8,"Marshal William | Marshall, William",M,Marshal William Earle of Pembroke vanquisheth his enemyes. 614.20
Marsh<?>ll William,person,0.81,1,Marsh<?>ll William,M,Marsh<?>ll William buryed in the new Temple Church at London. 617.23.
Martan Nunrie,place,0.8,1,Martan Nunrie,M,Martan Nunrie founded. 726 36.
Martia,person,0.81,2,Martia,M,"Martia, wyfe to Guintolinus. 28.99."
Martias,uncertain,0.2,1,Martias,M,Martias gouernment <?>mmended. 29.40.
Martin,person,0.9,1,Martin,M,Martin de la Mare. pag. 1328 col. 1. lin. 1.
Martinus,person,0.47,2,Martinus,M,"Martinus Lieutenant of Britaine, defendeth the innocencie of the Britaines, against Paulus the Notarie. 94.77."
Marton Colledge,place,0.97,1,Marton Colledge,M,Marton Colledge founded. 794.53. a
Maruey Henry,person,0.97,1,Maruey Henry,M,Maruey Henry knight & Vice Chamberlaine made Lorde priuie seale and Lord Maruey. 1524.15.
Marueilous,uncertain,0.2,1,Marueilous,M,Marueilous tempest of wynde on Christmas euen. 199.61.
Mascutius,uncertain,0.45,1,Mascutius,M,"Mascutius an Archpirate, sweareth to be true to King Edgar. 231.78."
Masse,place,0.81,1,Masse,M,Masse abrogated and forbidden. 1640.32. is restored. 1722.56. is eftsons abrogated. 1797.27.
Maserfield field,place,0.95,1,Maserfield field,M,Maserfield field fought by the Mercians agaynst the Northumbers. 170.7.
Mat,uncertain,0.45,1,Mat,M,Mat. Paris cited. 403.84. and 403.92.
Maũt citie,place,0.9,1,Maũt citie,M,Maũt citie burnt by king William. 314.47.
Mat. Westm,place,0.8,2,Mat. Westm,M,Mat. Westm. reproued of errour. 323.9.
Matt. Westmin,person,0.85,1,Matt. Westmin,M,Matt. Westmin. cited. 131.59 and. 140.54.
Mategriffon Castle in Sicile,place,0.87,1,Mategriffon Castle in Sicile,M,Mategriffon Castle in Sicile buylded by king Richard the first. 489.17.
Matth,person,0.85,1,Matth,M,Matth. Paris. cited. 398.28.
Mather Edmond,person,0.97,1,Mather Edmond,M,Mather Edmond executed for treason 1861.37.
Mattheus Westmonasteriensis,person,0.85,1,Mattheus Westmonasteriensis,M,Mattheus Westmonasteriensis cited. 240.23. and. 240 35. and. 261.19. and. 284 82.
Matthew,person,0.97,4,Mathew | Matthew,M,Mathew Paris cited. 325.74 and. 329.18.
Mathew Gourney,person,0.97,1,Mathew Gourney,M,Mathew Gourney. pag. 1124 col. 2. lin. 55.
Matthew of Westminstr,person,0.97,1,Matthew of Westminstr,M,Matthew of Westminstr deceyued. 141.49.
Matth<?>us Westmonasteriensis,person,0.85,1,Matth<?>us Westmonasteriensis,M,Matth<?>us Westmonasteriensis cited. 22.61. and. 28.31 and. 29.78.
Matrones,person,0.8,1,Matrones,M,Matrones drowned through their owne vnskilfulnes in rowing on the water. 614.11.
Maud,person,0.97,1,Maud,M,Maud Empresse confesseth her selfe to haue bene naught of her body. 392.15
Maude,person,0.95,24,Maude,M,"Maude wife to king Stephen, departeth this lyfe. 386.11"
Maudes Castle,place,0.7,1,Maudes Castle,M,Maudes Castle repayred by Henry the third. 638.63
Maudes Castle in Wales,place,0.72,1,Maudes Castle in Wales,M,Maudes Castle in Wales. 537.74.
Maufred,person,0.95,1,Maufred,M,Maufred sonne to Fredericke the Emperour proclaymed king of Sicile.
Mauleon,uncertain,0.45,1,Mauleon,M,Mauleon Sauery reuolteth to the French king. 624.41
Maundeuile Geffray,person,0.97,1,Maundeuile Geffray,M,Maundeuile Geffray. 377.42.
Maundeuile William,person,0.97,2,Maundeuile William,M,"Maundeuile William, Earle of Albemarke, dyeth. 480.44"
Maunt,person,0.8,1,Maunt,M,Maunt taken by the English. pag. 1198. col. 2. lin. 10.
Maurice,person,0.97,2,Maurice,M,"Maurice, sonne to Conan Meridock, sent to Rome for Maximianus. 93.37."
Mauricius Emperour,person,0.88,1,Mauricius Emperour,M,Mauricius Emperour. 143 86.
Mauus,place,0.29,3,Maus | Mauus,M,Maus deliuered to the English. pag. 1225. col. 2. lin. 21. lost by the English. pag. 1238. col. 1. lin. 40. agayne recouered by the English. pag. 1238. col 2. lin. 40.
Maus citie,place,0.95,2,Maus citie,M,"Maus citie besieged, and deliuered. 329.48."
Maxentius Emperour,person,0.9,1,Maxentius Emperour,M,Maxentius Emperour hated for his tyrannie. 90.93.
Maximianus,person,0.92,9,Maximianus,M,Maximianus & Dioclesianus felowes in gouerment of the Empire. 83.16
Maximilian,person,0.74,4,Maximilian,M,Maximilian the Emperour elected knight of the Garter. 1837.40.
Maximinianus,person,0.92,5,Maximinianus,M,Maximinianus strangled to death. 91.46.
Maximinus,person,0.39,2,Maximinus,M,Maximinus Lieutenant in Britaine vnder Constantinus. 92.53
Maximus,person,0.94,4,Maximus,M,Maximus slayne at Aquileia. 97.90.
Meall Castle,place,0.87,1,Meall Castle,M,Meall Castle deliuered to king Henry the second. 401.25.
Meanuari,uncertain,0.2,1,Meanuari,M,Meanuari a people 182.46.
Meaue,place,0.89,1,Meaue,M,Meaue besieged by the Englishe. pag. 1214. co. 1. lin. 30 taken. pag. 1215. col. 1. lin. 3.
Meaur,uncertain,0.2,1,Meaur,M,Meaur deliuered to the french. pag. 1263. col. 1. lin 48.
Meccia kingdome,place,0.85,1,Meccia kingdome,M,Meccia kingdome receyueth the fayth of Christ. 173.5. and. 176.12.
Mecredesbourne battayle,uncertain,0.2,1,Mecredesbourne battayle,M,Mecredesbourne battayle fought betweene the Brytaynes and Saxons 125.100.
Medeway riuer,place,0.95,1,Medeway riuer,M,Medeway riuer. 241.53.
Meduin,uncertain,0.2,1,Meduin,M,"Meduin and Eluane, two learned Britaines, sent to Rome. 74.71."
Medulfe,uncertain,0.2,1,Medulfe,M,"Medulfe a Scot, founder of Malmesburie Abbey. 191.19."
Medwal Henry,person,0.97,1,Medwal Henry,M,Medwal Henry. 1463.16.
Megla,person,0.82,1,Megla,M,"Megla, one of the sonnes of Porth. 130.5."
Meidhamsted Abbey,place,0.87,1,Meidhamsted Abbey,M,Meidhamsted Abbey builded. 181.11.
Meidhamstede,place,0.83,1,Meidhamstede,M,"Meidhamstede, now called Peterborough. 181.11."
Meireuent Castle,place,0.9,1,Meireuent Castle,M,Meireuent Castle wonne by king Iohn. 584.40.
Mekins Richard,person,0.91,1,Mekins Richard,M,Mekins Richard a buye burnt. 1581.22.
Melanthus,person,0.91,1,Melanthus,M,Melanthus king of Athens. 15 40.
Melga,person,0.37,5,Melga,M,Melga king of Pictes. 95.107.
Mellitus,person,0.73,6,Mellitus,M,Mellitus sent into Brytaine. 149.97.
Melkin,uncertain,0.2,1,Melkin,M,"Melkin, a Barde. 4.43."
Melua,place,0.97,1,Melua,M,Melua besieged in the Marishes neere Glastenburie. 134.25.
Melun,place,0.89,1,Melun,M,Melun besieged by the Englishe. pag. 1209. col. 2. li. 16. yeelded. pa. 1210. col. 2. li. 6
Memorancie of Fraunce,person,0.94,1,Memorancie of Fraunce,M,Memorancie of Fraunce aydeth Owen Glendour pag. 1149. col. 2. lin. 50.
Mempricius,person,0.47,2,Mempricius,M,"Mempricius eldest sonne to Madan, beginneth to raigne ouer Britaine. 17.63."
Meneford,uncertain,0.2,1,Meneford,M,Meneford. 266.61.
Meneuia,place,0.91,1,Meneuia,M,"Meneuia, nowe called West Wales. 27.106."
Meneuia Citie in Wales,place,0.94,1,Meneuia Citie in Wales,M,"Meneuia Citie in Wales, now called Saint Dauid taken. 123.42."
Menlane,uncertain,0.45,1,Menlane,M,Menlane yeelded to the Englishe. pag. 1202. col. 2. lin. 37.
Meomers Thomas,person,0.97,1,Meomers Thomas,M,Meomers Thomas Lord Rocs created Earle of Rutland. 1536.16.
Mercer,uncertain,0.45,1,Mercer,M,Mercer a Scot taketh shippes from Scarburgh and is taken himselfe. 1009 9 b.
Mercia,place,0.78,8,Mercia,M,Mercia conquered by the west Saxons. 203.83.
Mercie,place,0.86,1,Mercie,M,"Mercie, possessed by the Saxons. 131.24,"
Mercie riuer,place,0.97,2,Mercie riuer,M,Mercie riuer. 143.49.
Meriuale Abbey in Warwikeshire,place,0.97,1,Meriuale Abbey in Warwikeshire,M,"Meriuale Abbey in Warwikeshire, founded. 394.29."
Merkam,person,0.83,1,Merkam,M,Merkam chiefe Iustice lost his office. pag. 1381. col. 1. lin. 16.
Merlius,uncertain,0.2,1,Merlius,M,Merlius both Bardes. 4.42.
Merseware battaile,place,0.97,1,Merseware battaile,M,"Merseware battaile, fought by the Danes against the Englishmen. 2<?>6.85."
Merton,place,0.86,1,Merton,M,Merton. 198.9.
Merton Abbey,place,0.97,1,Merton Abbey,M,Merton Abbey founded by Gilbert a Norman. 649.16.
Meschines Randulfe,person,0.91,1,Meschines Randulfe,M,"Meschines Randulfe, Earle of Chester. 323.18"
Messengers,person,0.87,1,Messengers,M,Messengers from the Pope hanged. 963.17. b.
Meseth,uncertain,0.2,1,Meseth,M,Meseth one of the names of Samothes. 2.38.
Mesia,place,0.83,1,Mesia,M,"Mesia, now called Bulgarie. 103.31."
Mess<?>na Citie,place,0.97,1,Mess<?>na Citie,M,"Mess<?>na Citie, besieged and wonne by the Englishmen. 487.63."
Meuricus,person,0.5,1,Meuricus,M,"Meuricus, looke Aruiragus."
Michell,person,0.96,1,Michell,D,Michell Lord Delapoole created Earle of Suffolke. 1050 10. b.
Michell Delapoole,person,0.97,1,Michell Delapoole,D,Michell Delapoole Earle of Suffolke fleeth to Calais. 1066.20. b. attainted. 1071 25. a.
Michelney Abbey,place,0.87,1,Michelney Abbey,M,Michelney Abbey builded. 227 1.
Michelsbourgh,uncertain,0.2,1,Michelsbourgh,M,Michelsbourgh. 228.63.
Middelton Castle,place,0.87,1,Middelton Castle,M,Middelton Castle builded. 216.6.
Midleham Castle,place,0.97,2,Midleham Castle,M,Midleham Castle. pag. 1321. col. 1. lin. 47.
Middlemore,person,0.89,1,Middlemore,M,Middlemore Monke of the Charter house executed. 1563.50.
Middleton Robert,person,0.97,1,Middleton Robert,M,Middleton Robert. 1425.44.
Mignot Peter,person,0.97,1,Mignot Peter,M,"Mignot Peter, beheaded by the Sarasins. 501.33."
Mikilwonton,uncertain,0.2,1,Mikilwonton,M,Mikilwonton. 195.104.
Miles Forestone,person,0.97,1,Miles Forestone,M,Miles Forestone of the murderers of King Edward the fourths children. pag. 1390. col. 2. lin. 55. rated at Saint Martins. pag. 1391. col. 2. lin. 1.
Miles Iohn,person,0.97,1,Miles Iohn,M,Miles Iohn. 1463.20
Milford hauen in Penbrookshire,place,0.95,1,Milford hauen in Penbrookshire,M,Milford hauen in Penbrookshire. 419.42.
Milnal,place,0.8,1,Milnal,M,Milnal burnt. 1837. 53·
Mirabeau Castle in Poictou,place,0.82,1,Mirabeau Castle in Poictou,M,Mirabeau Castle in Poictou taken. 635.41.
Misirable,uncertain,0.45,1,Misirable,M,Misirable state of this realme vnder the thraldome of the Danes. 243.1.
Mònt Paladour,uncertain,0.45,1,Mònt Paladour,M,"Mònt Paladour, or Shaftesbury builded. 19.4"
Mo<?>oculus,person,0.72,1,Mo<?>oculus,M,Mo<?>oculus king of Limerike in Ireland slaine. 450.45
Modwene,person,0.63,3,Modwene,M,Modwene dyeth and is buried in Andresey Ile. 208.14.
Molle,person,0.91,3,Molle,M,Molle resigneth his kingdome. 196.27.
Mollo,person,0.88,1,Mollo,M,Mollo brother to king Ceadwalla burnt in an house. 186 68.
Mombray William,person,0.97,1,Mombray William,M,Mombray William sworne to king Iohn. 542.86
Mo<?>more battayle,place,0.88,1,Mo<?>more battayle,M,Mo<?>more battayle sought in Ireland. 386.20.
